NO,PEKERJAAN,KETERANGAN_PEKERJAAN,TANGGAL_LAHIR,STATUS_PERNIKAHAN,KETERANGAN_STATUS_PERNIKAHAN,KELURAHAN,KECAMATAN,KOTA,PROVINSI,PRODUK,SUB_PRODUK,KETERANGAN_SUB_PRODUK,TANGGAL_INPUT,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS,KETERANGAN
1285,9,"Pengajar (Guru,Dosen)",1966-10-10,K,Kawin,SEMPER TIMUR,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-06,179400000.0,38,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1286,13,Wiraswasta,1967-10-20,K,Kawin,CIKARET,BOGOR SELATAN,BOGOR,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2022-07-07,200000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
1287,9,"Pengajar (Guru,Dosen)",1975-06-12,D,Cerai,KEBON MANGGIS,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-08-24,122000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1288,37,Pegawai pemerintahan/lembaga negara,1982-10-09,K,Kawin,CILANDAK BARAT,CILANDAK,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-02-10,66000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1289,12,Pelajar/Mahasiswa,1977-09-08,B,Belum Kawin,HARAPAN JAYA,BEKASI UTARA,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2007-07-18,17000000.0,36,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1290,13,Wiraswasta,2002-04-09,B,Belum Kawin,SENTING,SAMBI,KAB. BOYOLALI,JAWA TENGAH,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-06-14,150000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1291,5,Administrasi umum,1985-03-09,K,Kawin,PADEMANGAN BARAT,PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-05-23,80000000.0,48,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1292,37,Pegawai pemerintahan/lembaga negara,1970-09-17,K,Kawin,HARAPAN MULYA,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-04-12,150000000.0,96,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1293,37,Pegawai pemerintahan/lembaga negara,1976-07-16,K,Kawin,JATINEGARA KAUM,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-01-14,258000000.0,96,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1294,18,Dokter,1972-07-27,K,Kawin,MUNJUL,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-09-30,150000000.0,48,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1295,13,Wiraswasta,1975-02-10,K,Kawin,KEDUNG WARINGIN,BOJONG GEDE,KAB. BOGOR,JAWA BARAT,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2025-07-25,87150000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
1296,37,Pegawai pemerintahan/lembaga negara,1977-06-26,K,Kawin,CISALAK,SUKMA JAYA,DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-02-10,98000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1297,99,Lain-Lain,1998-02-24,K,Kawin,LENTENG AGUNG,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-04-24,20100000.0,8,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1298,13,Wiraswasta,1995-06-05,K,Kawin,SUKADANA,SUKADANA,KAB. LAMPUNG TIMUR,LAMPUNG,Konsumer,KPR,Kredit Pemilikan Rumah,2024-07-30,179150000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1299,26,Pengamanan,1971-11-03,K,Kawin,MANGGARAI SELATAN,TEBET,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-08-26,420800000.0,61,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1300,13,Wiraswasta,1996-07-23,K,Kawin,TIRTAJAYA,SUKMA JAYA,KOTA DEPOK,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-06-27,105000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
1301,9,"Pengajar (Guru,Dosen)",1971-02-09,K,Kawin,PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-05-19,194000000.0,73,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1302,5,Administrasi umum,1991-03-24,K,Kawin,PONDOK BAMBU,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2024-06-26,780000000.0,240,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1303,5,Administrasi umum,1976-04-19,K,Kawin,KARANGSATRIA,TAMBUN UTARA,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-04-24,120000000.0,72,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1304,9,"Pengajar (Guru,Dosen)",1993-11-28,K,Kawin,KALISARI,PASAR REBO,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-01-12,168000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1305,9,"Pengajar (Guru,Dosen)",1964-04-15,K,Kawin,KALIDERES,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-06-20,140000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1306,37,Pegawai pemerintahan/lembaga negara,1987-08-17,K,Kawin,TEGAL PARANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-05-22,406000000.0,54,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1307,13,Wiraswasta,1964-09-30,K,Kawin,JAGAKARSA,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2022-03-21,20000000.0,24,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
1308,37,Pegawai pemerintahan/lembaga negara,1959-07-10,K,Kawin,PABUARAN,BOJONG GEDE,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-09-28,165000000.0,73,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1309,99,Lain-Lain,1985-12-21,K,Kawin,CEMPAKA PUTIH TIMUR,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-03,65000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1310,9,"Pengajar (Guru,Dosen)",1981-05-02,K,Kawin,CILINCING,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-02-03,402600000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1311,37,Pegawai pemerintahan/lembaga negara,1981-12-21,K,Kawin,RAWA PANJANG,BOJONG GEDE,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-03-08,121000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1312,11,Pensiunan,1956-10-25,D,Cerai,KEBAYORAN LAMA UTARA,KEBAYORAN LAMA,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-09-12,103000000.0,48,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1313,99,Lain-Lain,1984-05-26,K,Kawin,BUKIT SANGKAL,KALIDONI,KOTA PALEMBANG,SUMATERA SELAT,Konsumer,KPR,Kredit Pemilikan Rumah,2013-12-23,366000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1314,37,Pegawai pemerintahan/lembaga negara,1976-07-10,D,Cerai,KARET,SETIA BUDI,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-09,337100000.0,108,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1315,9,"Pengajar (Guru,Dosen)",1973-01-04,D,Cerai,CILILITAN,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-16,35000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1316,20,"Hukum (Pengacara, Notaris)",1982-01-10,K,Kawin,JATIKRAMAT,JATI ASIH,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-01-02,30000000.0,36,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1317,99,Lain-Lain,1994-04-25,B,Belum Kawin,CEMPAKA BARU,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-10-21,259835000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1318,9,"Pengajar (Guru,Dosen)",1967-08-03,K,Kawin,PENGADEGAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2019-11-29,225000000.0,90,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1319,37,Pegawai pemerintahan/lembaga negara,1979-09-03,K,Kawin,LEBAK BULUS,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-28,107000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1320,37,Pegawai pemerintahan/lembaga negara,1978-06-13,K,Kawin,,,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-12-28,331300000.0,161,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1321,37,Pegawai pemerintahan/lembaga negara,1967-04-17,D,Cerai,,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2013-03-25,160000000.0,96,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1322,37,Pegawai pemerintahan/lembaga negara,1968-07-07,K,Kawin,RAWA BUNGA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-03-03,104000000.0,14,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1323,5,Administrasi umum,1980-05-05,B,Belum Kawin,HARAPAN JAYA,BEKASI UTARA,KOTA BEKASI,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2022-06-28,162300000.0,144,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1324,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1998-06-14,B,Belum Kawin,KELAPA GADING BARAT,KELAPA GADING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-05,300000000.0,132,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1325,4,Eksekutif,1972-05-28,K,Kawin,CIPINANG CEMPEDAK,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-07-30,250000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1326,12,Pelajar/Mahasiswa,1974-05-25,K,Kawin,PONDOK RANGGON,CIPAYUNG,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-04-08,250000000.0,120,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1327,37,Pegawai pemerintahan/lembaga negara,1978-05-05,K,Kawin,SEMPER BARAT,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-09-29,252600000.0,162,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1328,9,"Pengajar (Guru,Dosen)",1977-10-05,K,Kawin,PAPANGO,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2006-09-19,20000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1329,99,Lain-Lain,1986-12-21,K,Kawin,PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-31,15000000.0,11,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1330,9,"Pengajar (Guru,Dosen)",1980-07-07,K,Kawin,PONDOK LABU,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-05-14,11500000.0,48,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1331,37,Pegawai pemerintahan/lembaga negara,1976-07-15,K,Kawin,KUNCIRAN INDAH,PINANG,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2025-08-11,32000000.0,53,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1332,9,"Pengajar (Guru,Dosen)",1989-08-16,K,Kawin,KALI BARU,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-05-30,375000000.0,240,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1333,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1972-04-16,K,Kawin,HARJASARI,BOGOR SELATAN,BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-10-18,242600000.0,77,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1334,9,"Pengajar (Guru,Dosen)",1988-06-13,K,Kawin,KELAPA DUA WETAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-02-09,130000000.0,48,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1335,99,Lain-Lain,1993-10-07,B,Belum Kawin,GAGA,LARANGAN,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2024-04-29,55000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1336,99,Lain-Lain,1974-10-20,K,Kawin,PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-10,17300000.0,10,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1337,36,Pejabat negara/penyelenggara negara,1971-01-01,K,Kawin,BOJONG RAWALUMBU,RAWA LUMBU,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2020-08-28,100000000.0,96,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1338,4,Eksekutif,1980-01-16,K,Kawin,BINTARO,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-07-28,336800000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1339,99,Lain-Lain,1985-04-03,K,Kawin,PEKAYON JAYA,BEKASI SELATAN,BEKASI,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2022-08-02,364000000.0,211,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1340,14,Polisi,1969-07-07,K,Kawin,CIGANJUR,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-05-21,150000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1341,37,Pegawai pemerintahan/lembaga negara,1975-11-25,K,Kawin,CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-30,515000000.0,131,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1342,9,"Pengajar (Guru,Dosen)",1975-03-22,K,Kawin,JATI,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-04-29,30000000.0,118,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1343,4,Eksekutif,1968-10-21,K,Kawin,PONDOK RANGGON,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-11,105000000.0,12,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1344,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1994-02-26,K,Kawin,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-12,250000000.0,84,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1345,13,Wiraswasta,1976-08-01,K,Kawin,MEKARSARI,PACET,KAB. BANDUNG,JAWA BARAT,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2025-04-24,250000000.0,48,Medium,-,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
1346,13,Wiraswasta,1977-03-25,D,Cerai,PIYAMAN,WONOSARI,KAB. GUNUNG KIDUL,D.I. YOGYAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-05-12,300000000.0,48,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
1347,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1995-02-18,B,Belum Kawin,TINAP,SUKOMORO,KAB. MAGETAN,JAWA TIMUR,Konsumer,KMG,Kredit Multi Guna,2024-12-23,485000000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1348,37,Pegawai pemerintahan/lembaga negara,1981-08-24,K,Kawin,RAJEG,RAJEG,KAB. TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2025-03-10,96000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1349,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1990-12-20,K,Kawin,TEGAL ALUR,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2025-08-11,3975000.0,12,High,Terdaftar KUR,Sesuai,Tidak,Lolos,Reject,5,Macet
1350,37,Pegawai pemerintahan/lembaga negara,1970-01-24,K,Kawin,CIBODAS BARU,CIBODAS,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2022-11-07,600000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1351,99,Lain-Lain,1979-07-07,K,Kawin,GALUR,JOHAR BARU,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-08-23,302000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1352,37,Pegawai pemerintahan/lembaga negara,1979-02-08,K,Kawin,PETUKANGAN SELATAN,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-10-30,430000000.0,84,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1353,99,Lain-Lain,1990-09-01,K,Kawin,CEMPAKA PUTIH,CIPUTAT TIMUR,TANGERANG SELATAN,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-12-06,581000000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1354,13,Wiraswasta,1979-05-28,K,Kawin,BENCONGAN,KELAPA DUA,KAB. TANGERANG,BANTEN,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-12-08,25000000.0,36,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1355,37,Pegawai pemerintahan/lembaga negara,1981-03-05,K,Kawin,TUGU UTARA,KOJA,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-08-03,99000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1356,13,Wiraswasta,1986-03-06,K,Kawin,RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-06-07,500000000.0,60,Medium,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
1357,9,"Pengajar (Guru,Dosen)",1959-06-24,K,Kawin,BUKIT DURI,TEBET,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-01-23,38000000.0,36,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1358,37,Pegawai pemerintahan/lembaga negara,1975-09-27,K,Kawin,UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-02-04,150000000.0,84,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1359,5,Administrasi umum,1983-01-30,K,Kawin,DESA CIHERANG PONDOK,CARINGIN,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2005-08-16,12000000.0,36,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1360,37,Pegawai pemerintahan/lembaga negara,1967-07-08,D,Cerai,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-02-13,228500000.0,51,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1361,5,Administrasi umum,1993-01-07,B,Belum Kawin,NANGGELENG,CITAMIANG,KOTA SUKABUMI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-10-31,210000000.0,108,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1362,9,"Pengajar (Guru,Dosen)",1981-05-20,K,Kawin,PONDOK CINA,BEJI,DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-08-25,178000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1363,37,Pegawai pemerintahan/lembaga negara,1969-08-08,K,Kawin,UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-03-25,200000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1364,12,Pelajar/Mahasiswa,1978-11-14,B,Belum Kawin,SERDANG,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-03,15000000.0,12,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1365,13,Wiraswasta,1990-05-20,B,Belum Kawin,CIGADUNG,CIBEUNYING KALER,BANDUNG,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-05-13,30000000.0,24,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
1366,37,Pegawai pemerintahan/lembaga negara,1982-05-16,D,Cerai,PELA MAMPANG,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-01-10,121000000.0,84,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1367,9,"Pengajar (Guru,Dosen)",1973-01-13,K,Kawin,KEREO,LARANGAN,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2021-01-29,365000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1368,9,"Pengajar (Guru,Dosen)",1986-06-18,K,Kawin,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-06-28,54000000.0,24,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1369,9,"Pengajar (Guru,Dosen)",1987-09-29,B,Belum Kawin,SUKA PURA,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-23,155000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1370,9,"Pengajar (Guru,Dosen)",1983-03-10,K,Kawin,KALIDERES,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-02-28,89000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
1371,37,Pegawai pemerintahan/lembaga negara,1988-08-03,K,Kawin,JAGAKARSA,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-06-20,163500000.0,36,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1372,37,Pegawai pemerintahan/lembaga negara,1972-09-23,K,Kawin,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2019-03-22,150000000.0,96,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
1373,37,Pegawai pemerintahan/lembaga negara,1990-08-26,B,Belum Kawin,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-31,109000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
1374,37,Pegawai pemerintahan/lembaga negara,1973-01-04,K,Kawin,PORIS PLAWAD INDAH,CIPONDOH,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2020-06-25,213118304.0,98,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
